person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
30.0,1,2,32854.0,7,2,6101.0,4,15.2,0.19,6.0,691,0
25.0,0,1,40244.0,1,3,6000.0,3,11.25,0.15,3.0,639,0
22.0,1,3,58859.0,3,2,4000.0,3,11.86,0.07,2.0,698,0
27.0,0,2,120809.0,2,2,10000.0,2,12.09,0.08,9.0,590,0
22.0,1,1,39983.0,0,3,4800.0,3,13.98,0.12,2.0,687,0
22.0,0,4,95631.0,0,3,14000.0,1,13.48,0.15,3.0,617,0
26.0,0,1,84926.0,7,2,5000.0,3,11.01,0.06,4.0,680,0
25.0,0,3,75527.0,1,2,20000.0,4,17.04,0.26,3.0,604,0
23.0,1,2,42028.0,1,3,9500.0,1,11.01,0.23,3.0,685,0
32.0,0,5,70257.0,9,4,8000.0,1,13.85,0.11,10.0,646,0
31.0,1,2,52737.0,8,3,10000.0,6,10.74,0.19,5.0,581,0
36.0,1,2,360884.0,10,2,25000.0,6,12.41,0.07,13.0,679,0
24.0,1,1,24149.0,0,3,5000.0,5,11.01,0.21,3.0,683,0
23.0,1,4,101871.0,0,2,22603.0,5,11.88,0.22,3.0,669,0
52.0,1,2,19532.0,30,3,1200.0,3,11.01,0.06,20.0,711,0
26.0,1,4,58314.0,5,3,9000.0,2,8.94,0.15,3.0,703,0
25.0,1,2,74345.0,2,2,17000.0,4,6.03,0.23,6.0,617,0
24.0,0,1,57403.0,2,4,6000.0,3,11.11,0.1,4.0,653,0
25.0,0,2,84058.0,1,2,9600.0,4,7.49,0.11,3.0,609,0
22.0,0,1,61193.0,0,3,13350.0,5,14.59,0.22,2.0,586,0
23.0,1,2,48877.0,1,3,2500.0,5,11.01,0.05,2.0,629,0
23.0,1,3,41824.0,4,3,5000.0,6,9.8,0.12,4.0,676,0
24.0,0,1,16559.0,3,3,5000.0,5,8.0,0.3,2.0,596,0
27.0,1,2,56272.0,4,3,5000.0,6,19.04,0.09,4.0,571,0
27.0,0,3,56300.0,1,2,4000.0,3,10.37,0.07,7.0,627,0
23.0,1,3,110351.0,0,2,1000.0,6,11.71,0.01,3.0,594,0
26.0,0,1,62605.0,1,3,5000.0,6,8.94,0.08,2.0,628,0
22.0,1,1,133285.0,0,2,25000.0,2,11.49,0.19,3.0,530,0
27.0,1,1,62028.0,5,3,1600.0,3,10.59,0.03,8.0,638,0
28.0,1,1,33975.0,5,3,4000.0,5,15.23,0.12,8.0,663,0
22.0,1,2,84378.0,0,4,1250.0,1,5.42,0.01,4.0,512,0
23.0,1,2,88477.0,0,2,11209.0,3,11.05,0.13,3.0,607,0
24.0,1,4,107789.0,1,4,15000.0,4,17.58,0.14,4.0,628,0
26.0,1,3,91772.0,5,3,15000.0,3,16.49,0.16,2.0,651,0
30.0,1,2,120782.0,6,2,13000.0,5,8.15,0.11,9.0,697,0
23.0,1,2,62003.0,2,3,10400.0,5,11.01,0.17,2.0,701,0
25.0,1,3,63577.0,0,3,6000.0,1,12.87,0.09,4.0,590,0
45.0,0,3,66829.0,20,3,4000.0,3,6.03,0.06,12.0,671,0
23.0,1,3,83867.0,1,2,15000.0,1,11.58,0.18,3.0,606,0
23.0,1,3,63603.0,1,3,6000.0,5,14.22,0.09,4.0,613,0
26.0,0,3,18042.0,4,3,4000.0,1,11.01,0.22,3.0,629,0
22.0,1,3,32877.0,2,3,3500.0,3,15.27,0.11,3.0,659,0
27.0,1,4,200246.0,4,2,30000.0,4,11.01,0.15,9.0,637,0
23.0,1,1,73145.0,0,2,15000.0,2,7.99,0.21,4.0,606,0
28.0,1,2,48685.0,4,3,10500.0,6,14.27,0.22,6.0,670,0
24.0,1,1,57267.0,1,2,11000.0,3,10.99,0.19,4.0,606,0
27.0,1,2,62433.0,4,4,18000.0,1,7.49,0.29,6.0,570,0
25.0,1,2,60829.0,0,3,25000.0,4,5.99,0.41,2.0,588,0
27.0,1,4,109076.0,4,2,14382.0,2,9.54,0.13,7.0,648,0
28.0,0,1,36633.0,5,3,5200.0,3,5.42,0.14,7.0,583,0
31.0,1,4,51472.0,6,3,8000.0,1,12.42,0.16,7.0,677,0
24.0,1,1,144916.0,2,2,20000.0,3,12.99,0.14,2.0,683,0
34.0,1,2,83756.0,14,3,12800.0,1,15.7,0.15,5.0,712,0
53.0,1,4,97028.0,33,4,15000.0,3,6.62,0.15,24.0,734,0
23.0,0,4,54580.0,0,3,1000.0,6,14.26,0.02,2.0,544,0
23.0,0,2,37401.0,0,3,10000.0,5,10.37,0.27,4.0,635,0
23.0,0,1,156952.0,0,3,25000.0,1,11.49,0.16,4.0,674,0
30.0,1,3,104837.0,5,3,14898.0,3,8.96,0.14,9.0,567,0
26.0,1,3,45042.0,0,3,14000.0,3,9.88,0.31,4.0,578,0
27.0,0,5,119569.0,3,3,7200.0,4,14.35,0.06,6.0,720,0
24.0,0,3,60416.0,2,2,8500.0,5,9.99,0.14,4.0,661,0
24.0,1,3,103862.0,1,3,4817.0,1,9.44,0.05,4.0,536,0
30.0,0,2,128197.0,6,2,10000.0,1,11.01,0.08,9.0,671,0
23.0,0,1,34817.0,3,2,7000.0,3,11.01,0.2,4.0,614,0
31.0,0,2,47980.0,6,3,6600.0,2,13.79,0.14,9.0,666,0
32.0,0,4,108974.0,9,2,3000.0,2,9.25,0.03,9.0,600,0
36.0,1,1,75568.0,12,3,11200.0,4,10.59,0.15,16.0,669,0
27.0,1,3,66271.0,2,3,10976.0,2,14.98,0.17,10.0,535,0
31.0,0,2,421619.0,8,2,11245.0,1,11.64,0.03,9.0,656,0
30.0,1,4,99764.0,6,3,12000.0,5,8.02,0.12,7.0,612,0
26.0,0,1,75020.0,4,2,2126.0,6,12.04,0.03,3.0,723,0
33.0,1,2,80731.0,8,3,10000.0,1,10.95,0.12,6.0,613,0
23.0,0,1,109212.0,1,2,15000.0,3,9.99,0.14,3.0,683,0
31.0,0,3,61975.0,8,3,5275.0,3,12.77,0.09,8.0,563,0
36.0,1,3,300926.0,13,2,4000.0,1,7.14,0.01,12.0,679,0
22.0,0,1,48368.0,0,4,5000.0,1,7.74,0.1,4.0,538,0
33.0,0,4,42920.0,14,3,14125.0,4,10.37,0.33,8.0,675,0
24.0,1,1,87025.0,0,3,12000.0,2,7.88,0.14,4.0,594,0
23.0,0,3,19859.0,0,4,2000.0,3,6.39,0.1,3.0,491,0
24.0,1,2,49260.0,3,3,3000.0,3,10.74,0.06,3.0,662,0
29.0,0,3,79241.0,5,2,25000.0,5,16.67,0.32,9.0,620,0
24.0,1,3,63972.0,0,2,7000.0,4,6.38,0.11,3.0,642,0
23.0,1,4,73821.0,0,2,18007.0,2,13.81,0.24,3.0,699,0
22.0,1,1,24866.0,0,3,5600.0,2,10.72,0.23,5.0,613,0
21.0,1,1,51296.0,0,2,13750.0,6,11.36,0.27,4.0,596,0
22.0,1,3,61073.0,2,2,10000.0,1,11.01,0.16,3.0,568,0
29.0,1,3,168808.0,8,3,20000.0,3,10.0,0.12,9.0,714,0
41.0,1,2,64179.0,15,3,5609.0,3,11.0,0.09,13.0,662,0
25.0,1,1,43676.0,3,3,10000.0,6,9.32,0.23,3.0,576,0
31.0,0,1,12980.0,8,3,1000.0,2,11.01,0.08,10.0,644,0
31.0,0,4,103117.0,7,3,22000.0,2,11.58,0.21,5.0,672,0
25.0,0,3,52355.0,0,3,10000.0,5,6.95,0.19,3.0,620,0
24.0,0,2,45667.0,3,3,6000.0,3,9.99,0.13,3.0,653,0
33.0,1,2,228928.0,8,2,20000.0,4,14.11,0.09,10.0,696,0
30.0,1,4,94446.0,7,2,20000.0,6,11.11,0.21,5.0,618,0
26.0,0,4,103045.0,1,2,15000.0,2,7.88,0.15,4.0,620,0
23.0,0,2,75004.0,3,2,10000.0,2,7.9,0.13,3.0,659,0
33.0,0,4,148184.0,12,3,12000.0,6,11.83,0.08,9.0,690,0
24.0,1,4,48946.0,1,3,1000.0,6,6.76,0.02,4.0,604,0
22.0,0,2,73032.0,0,2,5000.0,6,6.54,0.07,4.0,661,0
23.0,0,3,116390.0,0,2,10000.0,3,8.35,0.09,3.0,541,0
35.0,1,3,51586.0,15,3,5000.0,2,6.99,0.1,10.0,683,0
27.0,0,2,84934.0,6,2,12000.0,1,10.49,0.14,9.0,622,0
26.0,0,2,54735.0,5,3,8000.0,6,10.73,0.15,4.0,538,0
50.0,1,3,108660.0,28,2,24000.0,1,11.36,0.22,13.0,676,0
22.0,0,3,59773.0,0,4,3000.0,6,13.16,0.05,2.0,640,0
46.0,0,3,66163.0,24,3,3600.0,3,10.0,0.05,14.0,693,0
27.0,1,2,65361.0,0,2,10000.0,1,14.27,0.15,10.0,664,0
27.0,0,2,84982.0,4,3,18000.0,4,12.33,0.21,6.0,613,0
27.0,0,2,32847.0,4,3,5232.0,6,8.18,0.16,4.0,652,0
26.0,1,2,192978.0,6,3,20000.0,3,10.24,0.1,3.0,613,0
22.0,0,1,44427.0,0,2,6000.0,2,12.53,0.14,2.0,642,0
23.0,0,1,42671.0,0,2,3000.0,4,10.75,0.07,4.0,549,0
43.0,1,1,65475.0,22,3,9000.0,3,15.65,0.14,14.0,721,0
28.0,0,1,73219.0,7,2,1500.0,2,11.01,0.02,6.0,681,0
21.0,1,1,103935.0,0,2,18900.0,1,11.01,0.18,2.0,569,0
39.0,0,2,54891.0,20,2,12000.0,3,14.72,0.22,13.0,725,0
30.0,0,2,99203.0,8,2,10000.0,3,15.8,0.1,6.0,581,0
22.0,0,3,65660.0,0,3,5000.0,5,17.27,0.08,2.0,539,0
30.0,1,1,123810.0,7,2,25000.0,3,12.18,0.2,7.0,637,0
26.0,0,2,138836.0,4,2,20000.0,6,13.16,0.14,2.0,534,0
33.0,0,4,65952.0,7,2,32000.0,5,15.23,0.49,7.0,545,0
24.0,0,2,27144.0,1,3,11000.0,6,7.51,0.41,2.0,570,0
25.0,0,1,101928.0,3,3,6500.0,6,11.89,0.06,4.0,613,0
24.0,1,1,71128.0,0,3,8000.0,3,11.61,0.11,4.0,585,0
24.0,1,3,90557.0,0,2,20000.0,5,17.51,0.22,3.0,673,0
36.0,0,5,66775.0,14,3,9500.0,6,15.62,0.14,12.0,731,0
41.0,1,3,162862.0,20,2,20000.0,2,9.25,0.12,13.0,591,0
30.0,0,4,49114.0,6,3,15000.0,5,9.57,0.31,9.0,677,0
29.0,1,3,78672.0,4,2,6500.0,1,10.24,0.08,7.0,567,0
24.0,1,2,67225.0,2,2,5225.0,2,9.91,0.08,4.0,680,0
22.0,1,1,53904.0,0,3,12000.0,5,11.86,0.22,2.0,553,0
27.0,1,2,112636.0,1,2,19002.0,1,10.38,0.17,5.0,693,0
28.0,1,2,63464.0,4,4,14000.0,4,12.42,0.22,10.0,721,0
26.0,0,2,105989.0,3,2,6000.0,1,10.28,0.06,4.0,635,0
32.0,0,1,58662.0,11,3,12000.0,2,6.62,0.2,7.0,689,0
43.0,0,1,67028.0,20,3,11750.0,2,10.99,0.18,17.0,587,0
36.0,1,1,90932.0,14,2,10000.0,2,6.99,0.11,13.0,648,0
27.0,1,2,79208.0,5,2,9000.0,1,7.66,0.11,6.0,593,0
27.0,1,2,90732.0,7,3,1000.0,1,13.49,0.01,9.0,622,0
22.0,0,3,78789.0,0,3,10000.0,6,9.88,0.13,2.0,664,0
36.0,1,1,97114.0,15,2,10000.0,1,6.62,0.1,14.0,661,0
25.0,1,2,72820.0,2,2,4000.0,6,10.45,0.05,4.0,649,0
24.0,0,2,83935.0,3,3,16000.0,5,11.89,0.19,4.0,602,0
32.0,1,3,42001.0,7,2,1900.0,2,12.84,0.05,7.0,684,0
26.0,1,3,74170.0,3,4,1500.0,4,12.84,0.02,2.0,623,0
24.0,1,1,43206.0,0,3,8400.0,1,12.87,0.19,4.0,587,0
22.0,0,4,73042.0,0,3,14000.0,3,6.03,0.19,2.0,679,0
28.0,0,2,142716.0,5,2,25000.0,3,20.0,0.18,6.0,609,0
25.0,1,2,89673.0,4,3,16000.0,3,10.41,0.18,3.0,673,0
40.0,0,3,90991.0,15,2,10000.0,1,6.62,0.11,17.0,706,0
44.0,1,3,15209.0,20,4,2000.0,4,9.88,0.13,11.0,553,0
23.0,0,2,59629.0,0,2,10525.0,6,13.61,0.18,2.0,635,0
23.0,0,1,78896.0,1,2,5148.0,5,10.18,0.07,4.0,644,0
26.0,0,1,65931.0,5,2,9600.0,3,6.62,0.15,3.0,590,0
34.0,0,2,121719.0,12,3,18000.0,1,13.49,0.15,10.0,590,0
32.0,0,3,35358.0,11,3,9450.0,3,14.27,0.27,10.0,536,0
21.0,1,4,16145.0,0,3,7500.0,6,7.05,0.46,4.0,521,0
22.0,0,3,36955.0,0,2,3000.0,1,11.49,0.08,2.0,589,0
31.0,1,2,108903.0,11,2,12000.0,4,11.49,0.11,7.0,703,0
34.0,1,1,48817.0,8,3,5000.0,3,7.51,0.1,6.0,544,0
28.0,1,2,45631.0,7,2,5500.0,3,5.42,0.12,5.0,579,0
24.0,0,4,48818.0,2,3,11000.0,3,10.98,0.23,4.0,667,0
22.0,0,2,64220.0,0,2,2500.0,6,7.4,0.04,3.0,639,0
27.0,0,2,25200.0,0,3,7000.0,2,11.01,0.28,5.0,509,0
24.0,1,3,43117.0,1,2,2000.0,1,10.37,0.05,2.0,638,0
32.0,0,3,156895.0,10,2,14178.0,1,10.6,0.09,11.0,594,0
26.0,1,1,65744.0,2,2,10000.0,2,11.01,0.15,3.0,562,0
28.0,0,1,69194.0,6,2,12300.0,2,7.88,0.18,8.0,587,0
28.0,1,2,102726.0,3,3,9000.0,5,11.01,0.09,7.0,639,0
36.0,1,3,97124.0,15,2,17000.0,1,11.36,0.18,12.0,674,0
47.0,1,2,63290.0,24,3,12000.0,6,11.99,0.19,14.0,651,0
24.0,1,1,72976.0,2,3,8400.0,1,7.58,0.12,3.0,573,0
28.0,0,3,63596.0,7,2,13600.0,5,7.88,0.21,5.0,659,0
27.0,1,4,53928.0,5,2,6000.0,6,15.67,0.11,7.0,694,0
38.0,1,1,35576.0,16,3,9539.0,3,14.64,0.27,13.0,628,0
22.0,0,3,33874.0,0,3,1500.0,5,12.73,0.04,2.0,642,0
23.0,1,1,66879.0,0,3,25000.0,6,13.26,0.37,3.0,676,0
29.0,1,3,72748.0,5,2,5000.0,3,11.01,0.07,8.0,589,0
22.0,0,1,90906.0,0,2,28000.0,1,15.62,0.31,4.0,638,0
39.0,1,3,1076036.0,17,2,23116.0,3,12.17,0.02,15.0,661,0
22.0,0,1,63720.0,0,2,8000.0,1,15.23,0.13,4.0,555,0
23.0,0,2,94444.0,2,3,4107.0,2,14.8,0.04,4.0,674,0
28.0,0,2,72857.0,4,2,9600.0,2,7.51,0.13,10.0,692,0
31.0,1,4,145190.0,12,2,12000.0,1,6.03,0.08,6.0,727,0
27.0,0,2,43052.0,5,3,14500.0,5,13.98,0.34,8.0,675,0
21.0,0,2,36999.0,0,3,2400.0,4,17.19,0.06,2.0,659,0
33.0,0,4,102904.0,15,3,10000.0,6,8.0,0.1,10.0,617,0
22.0,1,3,48872.0,0,3,5025.0,5,13.43,0.1,2.0,648,0
33.0,1,4,76739.0,10,2,18250.0,5,8.9,0.24,9.0,699,0
24.0,1,3,55270.0,2,3,3000.0,5,9.99,0.05,4.0,637,0
24.0,1,2,52999.0,4,3,17000.0,2,13.47,0.32,3.0,642,0
26.0,1,2,45468.0,3,3,7000.0,3,7.42,0.15,6.0,626,0
23.0,0,4,66328.0,1,2,5000.0,5,14.96,0.08,2.0,611,0
25.0,1,3,71878.0,4,3,10000.0,1,14.17,0.14,3.0,610,0
31.0,1,2,90896.0,8,2,15000.0,5,12.99,0.17,5.0,580,0
23.0,0,4,57152.0,0,3,2400.0,3,13.75,0.04,4.0,621,0
22.0,0,4,49054.0,0,3,8000.0,6,12.18,0.16,4.0,602,0
22.0,0,3,24092.0,0,4,2400.0,1,10.59,0.1,3.0,654,0
23.0,1,1,35835.0,1,3,4000.0,6,5.42,0.11,2.0,607,0
22.0,0,1,62799.0,0,2,7500.0,6,9.88,0.12,3.0,658,0
22.0,1,2,42969.0,2,3,11326.0,2,13.81,0.26,4.0,634,0
33.0,0,4,37185.0,11,3,7200.0,3,12.69,0.19,10.0,670,0
31.0,1,2,109110.0,9,2,12000.0,4,13.48,0.11,10.0,636,0
48.0,1,1,60801.0,24,3,5000.0,4,11.49,0.08,12.0,742,0
22.0,1,2,51850.0,0,3,8500.0,2,7.58,0.16,5.0,618,0
25.0,1,1,75186.0,2,2,20000.0,2,11.01,0.27,5.0,493,0
30.0,0,2,115160.0,8,3,10000.0,5,10.31,0.09,6.0,633,0
25.0,0,4,38120.0,3,3,7000.0,6,7.88,0.18,2.0,680,0
36.0,1,2,49200.0,15,3,11235.0,3,14.41,0.23,11.0,537,0
33.0,1,4,173781.0,9,2,5000.0,5,11.25,0.03,10.0,630,0
27.0,1,1,72004.0,6,2,3000.0,3,7.9,0.04,9.0,693,0
24.0,0,2,71076.0,3,3,1341.0,6,13.14,0.02,4.0,618,0
23.0,0,1,58459.0,0,2,10500.0,1,7.51,0.18,2.0,585,0
25.0,0,1,132728.0,1,2,7000.0,1,9.88,0.05,2.0,574,0
26.0,0,4,96962.0,4,4,7000.0,3,13.22,0.07,2.0,664,0
24.0,0,2,82546.0,0,2,12000.0,5,10.75,0.15,2.0,689,0
22.0,1,4,43867.0,0,3,2406.0,4,11.27,0.05,3.0,699,0
23.0,1,1,23177.0,0,3,1700.0,5,9.99,0.07,3.0,671,0
21.0,0,4,45381.0,0,2,12400.0,6,7.51,0.27,4.0,606,0
39.0,1,3,58156.0,19,2,5000.0,5,7.51,0.09,14.0,594,0
29.0,1,3,116936.0,8,3,10000.0,3,8.88,0.09,8.0,608,0
31.0,0,2,136156.0,10,2,6130.0,5,5.61,0.05,10.0,584,0
25.0,0,3,63376.0,4,2,7000.0,1,11.01,0.11,3.0,670,0
21.0,1,2,64777.0,0,3,3000.0,6,11.01,0.05,4.0,651,0
25.0,0,2,52926.0,2,3,3000.0,3,13.8,0.06,3.0,725,0
25.0,1,1,145087.0,3,2,10000.0,5,11.01,0.07,2.0,554,0
29.0,1,2,51029.0,6,3,5000.0,2,15.99,0.1,6.0,591,0
28.0,1,4,96952.0,7,2,15000.0,4,13.45,0.15,8.0,715,0
24.0,1,3,73262.0,0,2,5000.0,2,7.14,0.07,2.0,607,0
38.0,0,1,94916.0,17,3,6000.0,2,6.99,0.06,15.0,687,0
29.0,0,1,63634.0,7,3,8000.0,5,9.21,0.13,8.0,565,0
32.0,0,3,78223.0,8,2,19400.0,6,13.11,0.25,10.0,686,0
23.0,0,1,35868.0,1,3,10000.0,6,17.32,0.28,4.0,637,0
22.0,1,4,77509.0,0,3,6600.0,2,8.9,0.09,3.0,572,0
26.0,1,3,27276.0,4,4,7486.0,3,10.77,0.27,2.0,688,0
29.0,0,2,79036.0,4,2,3000.0,5,6.03,0.04,7.0,696,0
29.0,1,1,35221.0,8,3,4000.0,6,10.59,0.11,8.0,665,0
33.0,1,2,139248.0,13,3,7500.0,4,11.03,0.05,8.0,673,0
24.0,1,2,115263.0,3,2,25000.0,3,10.08,0.22,4.0,541,0
22.0,0,1,65809.0,1,2,7000.0,2,10.65,0.11,4.0,679,0
25.0,1,3,240895.0,2,2,15500.0,5,11.99,0.06,2.0,659,0
24.0,1,2,77823.0,0,4,6100.0,1,18.64,0.08,4.0,665,0
34.0,0,2,190736.0,12,2,12000.0,1,11.01,0.06,8.0,668,0
25.0,1,3,159399.0,5,3,10000.0,4,12.84,0.06,3.0,677,0
26.0,1,3,69420.0,1,2,2500.0,1,11.58,0.04,3.0,616,0
20.0,0,3,226402.0,0,2,2000.0,1,8.59,0.01,4.0,531,0
44.0,1,2,52535.0,22,3,7800.0,5,11.01,0.15,13.0,598,0
37.0,1,3,54821.0,16,3,7000.0,6,7.91,0.13,15.0,605,0
24.0,0,2,77408.0,1,2,35000.0,2,11.01,0.45,3.0,661,0
24.0,1,4,37233.0,2,3,6000.0,2,7.51,0.16,3.0,718,0
44.0,1,3,106956.0,21,3,8000.0,6,10.38,0.07,12.0,649,0
29.0,0,2,53639.0,5,3,5400.0,3,16.0,0.1,8.0,672,0
33.0,0,3,204860.0,7,2,12000.0,3,7.51,0.06,9.0,684,0
25.0,0,2,54845.0,4,2,3000.0,1,6.62,0.05,2.0,689,0
24.0,0,3,53554.0,0,2,2200.0,4,8.9,0.04,4.0,610,0
36.0,0,3,64219.0,12,3,3500.0,6,9.32,0.05,17.0,670,0
25.0,0,2,33111.0,1,3,6000.0,3,12.42,0.18,3.0,622,0
26.0,1,2,98230.0,2,3,30000.0,3,7.49,0.31,3.0,622,0
38.0,0,3,77882.0,15,3,4812.0,5,12.44,0.06,11.0,677,0
24.0,1,4,64798.0,0,3,2000.0,4,10.36,0.03,2.0,654,0
31.0,1,1,98263.0,12,2,7197.0,6,9.69,0.07,8.0,541,0
30.0,1,2,100852.0,6,3,14100.0,2,6.03,0.14,8.0,622,0
34.0,0,4,73402.0,13,3,8000.0,3,12.69,0.11,7.0,659,0
25.0,1,3,81803.0,1,3,12000.0,4,13.49,0.15,4.0,659,0
33.0,0,2,85316.0,13,3,11200.0,6,8.94,0.13,6.0,570,0
24.0,0,3,42824.0,2,3,14400.0,3,15.7,0.34,4.0,586,0
22.0,1,3,220715.0,0,2,1000.0,6,11.01,0.0,2.0,577,0
22.0,0,3,62379.0,0,3,20000.0,3,17.49,0.32,4.0,641,0
28.0,0,1,172618.0,9,2,8275.0,4,16.49,0.05,7.0,619,0
29.0,1,3,99651.0,5,2,19450.0,1,9.91,0.2,10.0,648,0
28.0,1,3,30779.0,3,3,4011.0,3,11.07,0.13,9.0,690,0
27.0,0,2,24996.0,1,3,3364.0,1,12.61,0.13,5.0,686,0
23.0,0,3,47971.0,1,3,8400.0,3,13.79,0.18,2.0,574,0
23.0,1,2,29937.0,1,3,3600.0,6,16.49,0.12,3.0,596,0
24.0,1,1,85223.0,3,3,24000.0,6,10.99,0.28,4.0,603,0
24.0,1,1,35906.0,4,2,2500.0,3,6.76,0.07,2.0,549,0
25.0,0,1,80159.0,1,2,18500.0,4,12.21,0.23,2.0,623,0
32.0,1,3,96855.0,9,2,15000.0,4,15.18,0.15,7.0,579,0
25.0,1,2,101590.0,1,2,5136.0,5,15.11,0.05,3.0,694,0
32.0,1,3,60453.0,7,3,2757.0,5,12.06,0.05,8.0,641,0
24.0,1,1,66996.0,1,3,14500.0,6,6.62,0.22,2.0,635,0
31.0,1,1,105915.0,7,2,12650.0,2,8.9,0.12,10.0,580,0
30.0,0,1,55146.0,11,3,1900.0,3,5.79,0.03,7.0,700,0
30.0,1,2,128374.0,7,2,6000.0,6,10.41,0.05,8.0,548,0
27.0,1,2,149599.0,6,2,6500.0,2,8.0,0.04,6.0,669,0
33.0,0,4,84614.0,10,3,2469.0,5,15.16,0.03,11.0,664,0
34.0,1,1,164870.0,11,2,15000.0,1,7.88,0.09,6.0,598,0
21.0,0,3,28410.0,0,2,7000.0,2,8.9,0.25,3.0,606,0
28.0,0,3,84952.0,7,3,15000.0,1,15.58,0.18,8.0,611,0
24.0,1,2,78536.0,5,3,6400.0,5,10.65,0.08,2.0,614,0
23.0,0,3,57181.0,0,4,7000.0,6,5.79,0.12,4.0,571,0
26.0,0,3,139238.0,4,2,5330.0,1,10.68,0.04,3.0,621,0
54.0,1,1,36090.0,34,2,2500.0,3,11.71,0.07,24.0,743,0
38.0,1,1,41648.0,14,3,5875.0,1,12.29,0.14,16.0,673,0
24.0,0,1,44005.0,3,3,4000.0,5,7.4,0.09,4.0,573,0
22.0,1,2,26036.0,4,3,7200.0,5,6.91,0.28,4.0,539,0
28.0,0,2,44931.0,6,2,6000.0,4,12.53,0.13,9.0,657,0
30.0,1,2,157015.0,10,2,4000.0,1,11.01,0.03,6.0,702,0
25.0,1,1,241075.0,0,2,25000.0,1,14.57,0.1,5.0,613,0
30.0,1,1,87364.0,5,2,3000.0,4,9.99,0.03,9.0,684,0
29.0,1,1,300889.0,8,2,25000.0,6,6.62,0.08,9.0,671,0
24.0,0,2,91953.0,0,2,12000.0,3,6.03,0.13,2.0,462,0
28.0,1,1,64496.0,4,4,7475.0,6,7.9,0.12,8.0,560,0
32.0,0,3,26667.0,10,3,1800.0,1,12.99,0.07,8.0,649,0
26.0,1,1,42035.0,2,3,15250.0,1,13.22,0.36,2.0,607,0
23.0,0,3,44334.0,0,2,2000.0,6,11.49,0.05,2.0,673,0
48.0,0,3,72884.0,24,2,8000.0,2,10.37,0.11,17.0,714,0
22.0,1,4,73006.0,0,2,6000.0,1,10.38,0.08,2.0,650,0
23.0,1,1,73066.0,1,3,15000.0,4,13.6,0.21,3.0,586,0
22.0,1,2,38105.0,2,3,10000.0,3,11.01,0.26,4.0,656,0
31.0,0,2,75606.0,9,2,6550.0,1,5.79,0.09,5.0,656,0
29.0,0,3,94445.0,7,2,23925.0,4,10.34,0.25,8.0,618,0
26.0,1,2,55240.0,5,2,10000.0,5,6.91,0.18,4.0,641,0
22.0,1,2,102690.0,0,2,12500.0,3,11.01,0.12,2.0,577,0
29.0,0,4,75582.0,8,2,1557.0,2,12.88,0.02,6.0,604,0
24.0,1,3,30732.0,2,4,5000.0,1,10.27,0.16,4.0,630,0
28.0,0,1,85081.0,5,3,12000.0,4,14.27,0.14,6.0,637,0
33.0,1,3,124665.0,11,2,24000.0,6,7.49,0.19,10.0,542,0
27.0,0,1,50390.0,6,3,15000.0,6,8.49,0.3,8.0,588,0
22.0,0,2,38334.0,0,3,6400.0,6,9.32,0.17,4.0,704,0
31.0,0,4,51320.0,10,3,5000.0,6,8.49,0.1,10.0,702,0
39.0,0,3,850679.0,18,2,25000.0,5,12.18,0.03,12.0,668,0
23.0,1,3,59329.0,2,3,3850.0,5,8.49,0.06,4.0,651,0
35.0,1,3,68442.0,11,2,15000.0,4,11.26,0.22,10.0,615,0
26.0,0,1,37035.0,3,2,4000.0,6,7.14,0.11,3.0,658,0
43.0,1,3,81547.0,19,3,4500.0,2,5.42,0.06,13.0,590,0
26.0,0,2,36934.0,4,3,7200.0,1,13.4,0.19,6.0,628,0
22.0,0,2,49463.0,0,3,6000.0,2,12.69,0.12,4.0,477,0
22.0,0,1,109017.0,1,3,20000.0,3,11.01,0.18,4.0,639,0
23.0,1,3,49012.0,3,3,6000.0,6,11.66,0.12,3.0,507,0
24.0,0,2,66984.0,2,3,8000.0,4,14.61,0.12,2.0,662,0
29.0,1,2,48910.0,3,3,4000.0,3,12.53,0.08,10.0,521,0
23.0,0,2,36930.0,3,3,10000.0,5,15.31,0.27,4.0,597,0
24.0,1,1,22635.0,3,4,6250.0,4,6.54,0.28,4.0,602,0
32.0,0,2,90807.0,9,3,16000.0,1,13.2,0.18,8.0,689,0
29.0,1,2,127622.0,0,3,8000.0,3,7.49,0.06,7.0,626,0
27.0,0,2,48673.0,4,3,9240.0,6,14.27,0.19,5.0,644,0
23.0,1,2,65487.0,0,2,6000.0,2,6.03,0.09,4.0,642,0
24.0,1,3,67260.0,3,3,7200.0,6,11.01,0.11,3.0,624,0
28.0,0,2,125588.0,4,2,18000.0,3,10.99,0.14,7.0,588,0
32.0,0,4,67413.0,7,4,15250.0,4,16.35,0.23,6.0,683,0
25.0,1,1,178357.0,3,2,5383.0,4,9.55,0.03,4.0,495,0
23.0,1,3,32035.0,3,3,6000.0,5,11.01,0.19,4.0,635,0
24.0,0,2,36591.0,2,3,2000.0,5,7.66,0.05,3.0,684,0
33.0,1,3,150984.0,11,2,20000.0,2,7.88,0.13,5.0,542,0
24.0,1,3,45798.0,0,3,14716.0,6,12.3,0.32,4.0,523,0
